label,TF_UNIGRAM,IDF_UNIGRAM,TFIDF_UNIGRAM
"['sesuai', 'visi', 'presiden', 'jokowi', 'ubah', 'kota', 'orientasi', 'jawa', 'sentri', 'indonesia', 'sentris', 'untukkesejahteraannkri']","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[3.7950615780918397, 6.19295685089021, 1.8362480242006185, 5.722953221644475, 7.1092475827643655, 3.313758393592171, 5.605170185988092, 6.703782474656201, 4.164808603597925, 6.41610040220442]","[0.379506157809184, 0.6192956850890211, 0.18362480242006185, 0.5722953221644475, 0.7109247582764366, 0.3313758393592171, 0.5605170185988092, 0.6703782474656201, 0.41648086035979254, 0.6416100402204421]"
"['', 'si', 'joko', 'bukti', 'menyungsepkan', 'standar', 'hidup', 'rakyat', '', 'nurani', 'otak', 'yg', 'tumpul', 'puji', 'muji', 'si', 'jokowi', '']","[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091]","[5.499809670330265, 4.7578723256008875, 6.0106352940962555, 1.8362480242006185, 5.163337433709052, 5.605170185988092, 3.47166142303798, 5.499809670330265, 6.703782474656201, 2.666596326274049]","[0.49998269730275136, 0.43253384778189885, 0.5464213903723869, 0.16693163856369259, 0.46939431215536837, 0.5095609259989174, 0.3156055839125436, 0.9999653946055027, 0.609434770423291, 0.24241784784309536]"
"['siap', 'catat', 'partai', 'aja', 'deh']","[0.2, 0.2, 0.2, 0.2, 0.2]","[3.8134107167600364, 6.703782474656201, 5.8564846142689975, 5.163337433709052, 5.31748811353631]","[0.7626821433520073, 1.3407564949312403, 1.1712969228537995, 1.0326674867418104, 1.0634976227072621]"
"['sikap', 'politik', 'cak', 'imin', 'bener', 'unik', 'bahasa', 'yg', 'sederhana', 'tedeng', 'aling', 'tarik', 'gmn', 'jokowi', 'gak', 'presiden', 'umur', 'hidup', 'ya', 'haha']","[0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142]","[6.41610040220442, 5.237445405862774, 4.064725145040942, 6.19295685089021, 4.7578723256008875, 1.8362480242006185, 4.912023005428146, 3.313758393592171, 6.41610040220442, 6.41610040220442, 6.41610040220442, 5.8564846142689975, 3.70805020110221, 2.666596326274049]","[0.45829288587174427, 0.3741032432759124, 0.2903375103600673, 0.44235406077787215, 0.33984802325720626, 0.13116057315718702, 0.35085878610201043, 0.23669702811372648, 0.45829288587174427, 0.45829288587174427, 0.45829288587174427, 0.41832032959064264, 0.26486072865015786, 0.19047116616243204]"
"['situ', 'nilai', 'asn', 'beartitahun', 'tanggap', 'orang', 'indonesia', 'yg', 'didik', 'dengar', 'dapat', 'orang', 'lainapa', 'almarhum', 'habibie', 'kerja', 'negara', 'orang', 'bukti', 'ilmu']","[0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.21428571428571427, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142]","[6.19295685089021, 5.499809670330265, 6.703782474656201, 6.19295685089021, 3.7950615780918397, 4.711352309965995, 4.138833117194665, 5.40449949052594, 4.0182051294060495, 6.41610040220442, 6.41610040220442, 2.666596326274049]","[0.44235406077787215, 0.39284354788073317, 0.47884160533258574, 0.44235406077787215, 0.27107582700655997, 0.33652516499757107, 0.29563093694247605, 0.38603567789471, 0.8610439563012963, 0.45829288587174427, 0.45829288587174427, 0.19047116616243204]"
"['skandal', 'selangkang', 'bilang', 'rusak', 'deh', 'tuh', 'moral', 'ajar', 'pmp', 'ngga', 'sich']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[5.605170185988092, 5.31748811353631, 5.8564846142689975, 5.499809670330265, 5.8564846142689975, 5.722953221644475, 7.1092475827643655, 5.8564846142689975]","[0.7006462732485115, 0.6646860141920388, 0.7320605767836247, 0.6874762087912831, 0.7320605767836247, 0.7153691527055593, 0.8886559478455457, 0.7320605767836247]"
"['smg', 'hasil', 'bangun', 'banyuwangi kita', 'doa']","[0.25, 0.25, 0.25, 0.25]","[4.969181419268095, 6.703782474656201, 6.41610040220442, 5.163337433709052]","[1.2422953548170237, 1.6759456186640502, 1.604025100551105, 1.290834358427263]"
"['soeharto', 'dalang', 'pki', 'iblis', 'laknat', 'penghisap', 'darah', 'rakyat', 'iblis', 'korup', 'dunia', 'aset', 'negara', 'yg', 'korup', 'bajing', 'kutuk', 'suharto', 'udah', 'sita', 'jokowi', '', 'monggo', 'kejang', 'maki', 'gueklo', 'gal', 'ngalami', 'jaman', 'bajing', 'cendana', 'jgn', 'byk', 'bacoott']","[0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616]","[5.722953221644475, 6.19295685089021, 6.703782474656201, 4.912023005428146, 6.41610040220442, 5.40449949052594, 5.8564846142689975, 1.8362480242006185, 7.1092475827643655, 5.722953221644475, 7.1092475827643655, 7.1092475827643655, 4.138833117194665, 6.19295685089021, 3.47166142303798, 6.41610040220442, 6.703782474656201, 5.31748811353631, 2.666596326274049]","[0.2725215819830702, 0.2949027071852481, 0.3192277368883905, 0.2339058574013403, 0.6110571811623257, 0.2573571185964733, 0.2788802197270951, 0.08744038210479135, 0.33853559917925546, 0.5450431639661404, 0.33853559917925546, 0.33853559917925546, 0.197087291294984, 0.2949027071852481, 0.16531721062085616, 0.30552859058116283, 0.3192277368883905, 0.25321371969220524, 0.12698077744162137]"
"['sok', 'ngajarin', 'ekonom', 'pakde', 'yg', 'tinggal', 'dgn', 'utang', 'siniground', 'breaking', 'mangkrakblusukan', 'siniga', 'efekhamburkan', 'anggar', '']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[6.41610040220442, 4.80666248977032, 5.8564846142689975, 5.8564846142689975, 6.19295685089021, 5.722953221644475, 5.8564846142689975, 2.666596326274049]","[0.8020125502755525, 0.60083281122129, 0.7320605767836247, 0.7320605767836247, 0.7741196063612763, 0.7153691527055593, 0.7320605767836247, 0.3333245407842561]"
"['sok', 'tahiti']",[1.0],[6.19295685089021],[6.19295685089021]
"['sok', 'tengah', 'putin', 'ngk', 'ketemu', 'dgn', 'jokowi', 'putin', 'bicara', 'topik', 'yg', 'bantu', 'rusia', 'merdeka']","[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]","[5.31748811353631, 5.8564846142689975, 4.80666248977032, 1.8362480242006185, 6.41610040220442, 5.722953221644475, 4.80666248977032, 6.19295685089021, 6.703782474656201, 2.666596326274049]","[0.48340801032148273, 0.5324076922062725, 0.43696931725184723, 0.16693163856369259, 0.5832818547458564, 1.0405369493899046, 0.43696931725184723, 0.5629960773536555, 0.609434770423291, 0.24241784784309536]"
"['solusi', 'penjara', 'parara', 'jabat', 'jabat', 'jaman', 'jokowi', 'usaha', 'nikmat', 'pasilitas', 'sita', 'kaya', 'tanggung', 'pimpin', 'negara']","[0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693]","[4.80666248977032, 5.40449949052594, 1.8362480242006185, 5.237445405862774, 4.138833117194665, 6.703782474656201, 6.19295685089021, 5.029806041084529, 6.41610040220442, 5.605170185988092, 6.19295685089021, 5.8564846142689975]","[0.7394865368877416, 0.41573073004045696, 0.1412498480154322, 0.402880415835598, 0.3183717782457435, 0.515675574973554, 0.4763812962223239, 0.3869081570065023, 0.49354618478495543, 0.4311669373836994, 0.4763812962223239, 0.4504988164822306]"
"['sorban', 'trademark', 'nasrani', 'yahudi', '', '', '', 'drun', 'klo', 'baca', 'anak', 'kelas', 'sd', '', '', 'otakdoyong']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[4.912023005428146, 5.499809670330265, 6.703782474656201, 7.1092475827643655, 4.912023005428146, 7.1092475827643655, 7.1092475827643655]","[0.7017175722040209, 0.7856870957614663, 0.9576832106651715, 1.0156067975377665, 0.7017175722040209, 1.0156067975377665, 1.0156067975377665]"
"['sorry', '', 'harap', 'pimpin', 'yg', 'amanah', 'pimpin', 'kota', 'blm', 'selesai', 'tinggal', 'percaya', 'pimpin', 'provinsi', 'pusat', 'tinggal', 'aneh', 'dipecaya', 'pimpin', 'nkri']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.125, 0.0625]","[6.41610040220442, 5.605170185988092, 6.41610040220442, 5.722953221644475, 5.722953221644475, 5.237445405862774, 5.029806041084529, 7.1092475827643655, 7.1092475827643655, 6.0106352940962555, 5.722953221644475, 2.666596326274049]","[0.40100627513777626, 0.35032313662425574, 0.40100627513777626, 0.35768457635277967, 0.35768457635277967, 0.32734033786642336, 1.2574515102711323, 0.44432797392277285, 0.44432797392277285, 0.37566470588101597, 0.7153691527055593, 0.16666227039212805]"
"['spbu', 'swasta', 'subsidi', 'harga', 'beda', 'yah']","[0.2, 0.2, 0.2, 0.2, 0.2]","[5.722953221644475, 3.5977021439333448, 6.703782474656201, 5.029806041084529, 6.41610040220442]","[1.144590644328895, 0.719540428786669, 1.3407564949312403, 1.0059612082169058, 1.2832200804408842]"
"['spbu', 'vivo', 'sedia', 'harga', 'bbm', 'suruh', 'naik', 'jokowi', 'jokowi', 'senang', 'rakyat', 'sejahtera', 'makzulkanjokowisecepatnya']","[0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333]","[3.167665775094675, 3.5977021439333448, 1.8362480242006185, 6.19295685089021, 3.7593434954897607, 3.47166142303798, 6.19295685089021, 6.19295685089021, 6.703782474656201, 6.0106352940962555, 7.1092475827643655]","[0.26397214792455626, 0.29980851199444536, 0.30604133736676975, 0.5160797375741841, 0.3132786246241467, 0.2893051185864983, 0.5160797375741841, 0.5160797375741841, 0.5586485395546834, 0.5008862745080213, 0.5924372985636971]"
"['statement', 'goblok', 'yg', 'gw', 'baca', 'pagi']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[5.499809670330265, 7.1092475827643655, 5.722953221644475, 5.722953221644475, 6.703782474656201, 2.666596326274049]","[0.9166349450550442, 1.1848745971273942, 0.9538255369407458, 0.9538255369407458, 1.1172970791093668, 0.4444327210456748]"
"['suara', 'suara', 'suara', 'suara', '', 'samapai', '', 'sistem', 'pertamina', 'baik', 'ya', 'amburadul', '']","[0.125, 0.125, 0.125, 0.5, 0.125]","[7.1092475827643655, 5.499809670330265, 6.41610040220442, 6.0106352940962555, 3.70805020110221]","[0.8886559478455457, 0.6874762087912831, 0.8020125502755525, 3.0053176470481278, 0.46350627513777626]"
"['suara', 'suara', 'suara', 'suara', 'suara', 'suara', 'suara', 'suara', 'kait', 'diskriminasi', 'rumah', 'ibadah', 'kaum', 'minoritas', 'ri']","[0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.6153846153846154]","[6.703782474656201, 6.19295685089021, 6.703782474656201, 7.1092475827643655, 5.237445405862774, 6.0106352940962555]","[0.515675574973554, 0.4763812962223239, 0.515675574973554, 0.546865198674182, 0.402880415835598, 3.698852488674619]"
['sukses'],[],[],[]
"['sulit', 'tuju', 'partai', 'harap', 'duit', 'setor', 'kader', 'duit', 'ya', 'hasil', 'korupsi', 'koruptor', 'korupsi']","[0.16666666666666666, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333]","[5.605170185988092, 6.41610040220442, 5.163337433709052, 6.19295685089021, 4.7578723256008875, 4.58351893845611, 5.163337433709052, 5.722953221644475, 5.8564846142689975, 3.70805020110221]","[0.9341950309980153, 0.5346750335170349, 0.43027811947575434, 0.5160797375741841, 0.7929787209334812, 0.3819599115380091, 0.43027811947575434, 0.4769127684703729, 0.48804038452241644, 0.30900418342518415]"
"['sumber', 'berita', 'refly', 'dkk', '', 'pokoke', 'yg', 'ngomong', 'jokowi', 'turun', 'undang', 'tepuk', 'tangan', 'emang', 'dukung', 'anies', 'ga', 'yg', 'waras', '', '', '']","[0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666]","[5.605170185988092, 6.0106352940962555, 4.336658860524585, 4.85795578415787, 3.973753366835216, 1.8362480242006185, 5.722953221644475, 5.722953221644475, 4.336658860524585, 6.0106352940962555, 2.666596326274049]","[0.46709751549900763, 0.5008862745080213, 0.3613882383770487, 0.40482964867982246, 0.33114611390293464, 0.15302066868338488, 0.4769127684703729, 0.4769127684703729, 0.3613882383770487, 0.5008862745080213, 0.4444327210456748]"
"['sumir', 'loe', 'yg', 'bikin', 'terang', '']","[0.25, 0.25, 0.25, 0.25]","[4.969181419268095, 6.0106352940962555, 6.19295685089021, 2.666596326274049]","[1.2422953548170237, 1.5026588235240639, 1.5482392127225526, 0.6666490815685122]"
['sungguh'],[1.0],[6.19295685089021],[6.19295685089021]
"['suruh', 'resign', 'tanggal', 'desember', 'uang', 'iming', 'imingi', 'kerja', 'unit', 'lain sisa', 'kontrak', 'agustus', 'kerja', 'lebih dan', 'salah', 'langgar', 'atur', 'usaha']","[0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[6.19295685089021, 4.711352309965995, 7.1092475827643655, 6.41610040220442, 5.029806041084529, 6.0106352940962555, 5.8564846142689975, 5.8564846142689975]","[0.6881063167655789, 1.0469671799924432, 0.7899163980849294, 0.71290004468938, 0.558867337898281, 0.667848366010695, 0.6507205126965553, 0.6507205126965553]"
"['surup', 'kaya', 'setan']","[0.5, 0.5]","[5.237445405862774, 6.41610040220442]","[2.618722702931387, 3.20805020110221]"
"['survei', 'indikator', 'bbm', 'tarik', 'puas', 'presiden', 'ketidaksetujuan', 'naik', 'bbm', 'pilih', 'baseline', 'jokowi']","[0.25, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[3.167665775094675, 1.8362480242006185, 3.7593434954897607, 4.7578723256008875, 3.313758393592171, 6.703782474656201, 6.41610040220442]","[0.7919164437736688, 0.2295310030250773, 0.4699179369362201, 0.5947340407001109, 0.41421979919902135, 0.8379728093320251, 0.8020125502755525]"
"['sy', 'paham', 'asn', 'selenggara', 'negara', 'sdm', 'yg', 'catat', 'bkn', 'presiden', 'yg', 'catat', 'bkn', 'krn', 'mrk', 'yg', 'catat', 'bkn', 'mustahil', 'mrk', 'berani', 'ttd', 'kepmenkeu', 'km', 'kecuali', 'perintah']","[0.043478260869565216, 0.043478260869565216, 0.13043478260869565, 0.13043478260869565, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.08695652173913043, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.13043478260869565]","[6.19295685089021, 5.163337433709052, 7.802394763324311, 6.703782474656201, 6.41610040220442, 6.703782474656201, 4.80666248977032, 6.41610040220442, 7.1092475827643655, 4.138833117194665, 5.8564846142689975, 3.952247161614252, 3.313758393592171, 6.41610040220442, 6.703782474656201, 2.666596326274049]","[0.26925899351696564, 0.22449293190039357, 1.017703664781432, 0.8744064097377653, 0.2789608870523661, 0.2914688032459218, 0.2089853256421878, 0.5579217741047322, 0.309097720989755, 0.17994926596498542, 0.2546297658377825, 0.17183683311366313, 0.14407645189531176, 0.2789608870523661, 0.2914688032459218, 0.347816912122702]"
"['syukur', 'ga', 'ngelakuin', 'sisi', 'borok', 'pampang', 'nyata', 'tau', 'orang', 'ga', 'kuasa', 'lelah', 'pimpin', 'yg', 'palsu', 'inget', 'jokowi', 'gimana', 'hasil', 'tipu', 'rakyat', 'dgn', 'wajah', 'yg', 'bumi']","[0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941]","[7.1092475827643655, 4.80666248977032, 3.973753366835216, 5.40449949052594, 5.163337433709052, 1.8362480242006185, 5.163337433709052, 5.499809670330265, 4.0182051294060495, 5.029806041084529, 3.47166142303798, 5.40449949052594, 6.41610040220442, 7.1092475827643655, 2.666596326274049]","[0.4181910342802568, 0.2827448523394306, 0.46750039609826066, 0.31791173473682, 0.30372573139465014, 0.1080145896588599, 0.30372573139465014, 0.3235182159017803, 0.23636500761212056, 0.2958709435932076, 0.20421537782576352, 0.31791173473682, 0.37741767071790705, 0.4181910342802568, 0.3137172148557705]"
['taekkk'],[],[],[]
"['tagih', 'janji', 'jokowi', 'pks', 'perintah', 'batal', 'naik', 'harga', 'bbm', 'makzulinlurahngibul', 'makzulinlurahngibul']","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[3.167665775094675, 3.5977021439333448, 4.969181419268095, 1.8362480242006185, 4.088822696620003, 3.7593434954897607, 3.952247161614252, 6.19295685089021]","[0.35196286389940834, 0.3997446826592605, 0.552131268807566, 0.20402755824451316, 0.9086272659155562, 0.4177048328321956, 0.43913857351269464, 0.6881063167655789]"
"['takut', 'iman', 'nya', 'jebol', 'jd', 'nya', '']","[0.25, 0.5, 0.25]","[4.969181419268095, 4.064725145040942, 5.722953221644475]","[1.2422953548170237, 2.032362572520471, 1.4307383054111187]"
"['tampil', 'ilc', 'amat', 'jilat', 'oposisi', 'almukkarom', 'gay', 'ruang', 'status', 'abadi', 'homo', 'letoy']","[0.25, 0.25, 0.25, 0.25]","[6.19295685089021, 6.703782474656201, 6.19295685089021, 6.703782474656201]","[1.5482392127225526, 1.6759456186640502, 1.5482392127225526, 1.6759456186640502]"
"['tangis', 'megawati', 'puan', 'jokowi', 'naik', 'harga', 'bbm', 'jaring', 'nusantara', 'pdip', 'konsisten', 'era', 'sby']","[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]","[3.167665775094675, 5.029806041084529, 3.5977021439333448, 1.8362480242006185, 7.1092475827643655, 6.41610040220442, 3.7593434954897607, 6.703782474656201, 5.499809670330265, 6.0106352940962555, 4.969181419268095]","[0.28796961591769776, 0.4572550946440481, 0.3270638312666677, 0.16693163856369259, 0.6462952347967605, 0.5832818547458564, 0.3417584995899782, 0.609434770423291, 0.49998269730275136, 0.5464213903723869, 0.45174376538800864]"
"['tanya', 'mana', 'mahluk', 'tay', 'anyieng', 'nang', 'denger', 'bbm', 'coba', 'mana', 'hayo']","[0.2, 0.2, 0.2, 0.4]","[3.167665775094675, 5.163337433709052, 6.703782474656201, 5.605170185988092]","[0.633533155018935, 1.0326674867418104, 1.3407564949312403, 2.242068074395237]"
"['tar', 'turun', 'yg', 'kena']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[7.1092475827643655, 4.336658860524585, 2.666596326274049]","[2.3697491942547884, 1.4455529535081948, 0.8888654420913495]"
"['tega', 'rakyat', 'korban', 'kek', 'gin', 'negara', 'demokrasi', 'rindu', 'demo', '', '', '', '']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[4.470190253149108, 6.703782474656201, 5.499809670330265, 6.0106352940962555, 7.1092475827643655, 4.138833117194665, 3.47166142303798, 6.19295685089021]","[0.5587737816436384, 0.8379728093320251, 0.6874762087912831, 0.7513294117620319, 0.8886559478455457, 0.5173541396493331, 0.4339576778797475, 0.7741196063612763]"
"['teman', 'sj', 'bunuh']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[6.703782474656201, 6.703782474656201, 6.41610040220442]","[2.2345941582187336, 2.2345941582187336, 2.1387001340681397]"
"['temen', 'gang', 'jokowi', 'd', 'solo', '', '', '', '']",[1.0],[1.8362480242006185],[1.8362480242006185]
"['terima', 'kasih', 'sembako', 'padang', 'cabe', 'ecer', 'udah', 'rb', 'kg', 'tinggi', 'indonesia', 'diri', '', 'bijak', 'ngambil', 'putus', '', 'terima', 'kasih', '']","[0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333, 0.08333333333333333]","[5.237445405862774, 6.703782474656201, 3.7950615780918397, 5.40449949052594, 6.703782474656201, 5.31748811353631, 5.40449949052594, 5.8564846142689975, 6.19295685089021, 5.31748811353631]","[0.4364537838218978, 0.5586485395546834, 0.3162551315076533, 0.9007499150876567, 0.5586485395546834, 0.44312400946135916, 0.45037495754382834, 0.9760807690448329, 0.5160797375741841, 0.44312400946135916]"
"['terimakasih', 'abah', '', '', 'selamat', 'pagi', 'salam', 'semangat', 'subuh', '']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[7.1092475827643655, 5.722953221644475, 6.703782474656201, 5.163337433709052, 6.0106352940962555, 6.703782474656201]","[1.1848745971273942, 0.9538255369407458, 1.1172970791093668, 0.8605562389515087, 1.0017725490160425, 1.1172970791093668]"
"['terimakasih', 'hubung', 'konsultasi', 'pariwisata', 'ya', 'silah', 'ketik', 'info', 'abai', 'pesan', 'tunggu', 'balas', 'pesan', 'manual']","[0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[7.1092475827643655, 6.19295685089021, 6.41610040220442, 6.703782474656201, 6.0106352940962555, 3.70805020110221]","[1.0156067975377665, 1.7694162431114886, 0.9165857717434885, 0.9576832106651715, 0.8586621848708936, 0.5297214573003157]"
"['tetep', 'semangat', 'losss', 'rakyat', 'gak', 'haus', 'jabat', 'dendam', 'okeee', 'lanjut', 'pk', 'jokowi']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[4.064725145040942, 4.80666248977032, 1.8362480242006185, 5.605170185988092, 3.47166142303798, 6.0106352940962555, 6.703782474656201]","[0.5806750207201345, 0.6866660699671885, 0.26232114631437403, 0.8007385979982988, 0.4959516318625685, 0.8586621848708936, 0.9576832106651715]"
"['tiada', 'hasut', 'rakyat', 'ya', 'pesan', 'asing', 'aseng']","[0.2, 0.2, 0.2, 0.2, 0.2]","[6.41610040220442, 6.19295685089021, 3.47166142303798, 6.703782474656201, 3.70805020110221]","[1.2832200804408842, 1.2385913701780422, 0.694332284607596, 1.3407564949312403, 0.7416100402204421]"
"['tim', 'cyber', 'crime', 'gimana', 'ni', '', 'ancur', 'mina', 'nkri']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[7.1092475827643655, 6.703782474656201, 5.40449949052594, 6.703782474656201, 5.722953221644475, 6.0106352940962555]","[1.1848745971273942, 1.1172970791093668, 0.9007499150876567, 1.1172970791093668, 0.9538255369407458, 1.0017725490160425]"
"['tindak', 'terang', 'issue-nya', 'cuman', 'panggil', 'doang']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[6.19295685089021, 6.19295685089021, 4.064725145040942, 6.0106352940962555, 6.19295685089021, 6.19295685089021]","[1.0321594751483683, 1.0321594751483683, 0.677454190840157, 1.0017725490160425, 1.0321594751483683, 1.0321594751483683]"
"['tinggal', 'panggil', 'programmer', 'minggu', 'beresya']","[0.25, 0.25, 0.25, 0.25]","[6.703782474656201, 6.0106352940962555, 7.1092475827643655, 5.722953221644475]","[1.6759456186640502, 1.5026588235240639, 1.7773118956910914, 1.4307383054111187]"
"['tipu', 'jokowi', 'jenderal', 'presidencom']","[0.5, 0.5]","[1.8362480242006185, 6.41610040220442]","[0.9181240121003093, 3.20805020110221]"
"['tlonk', 'lindung', 'ekoun', 'q', 'dik']",[1.0],[6.703782474656201],[6.703782474656201]
"['tolak', 'bangun', 'greja']","[0.5, 0.5]","[4.969181419268095, 5.0943445622221]","[2.4845907096340474, 2.54717228111105]"
"['tolak', 'bijak', 'jokowi']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[5.237445405862774, 1.8362480242006185, 5.0943445622221]","[1.7458151352875912, 0.6120826747335395, 1.6981148540740334]"
"['tolak', 'blt', 'tuntut', 'hukum', 'mati', 'koruptor', 'sapi', 'tuntut', 'hukum', 'mati', 'perkosa', 'santriwati', 'pesantren', 'ga', 'banget', 'laku', 'kayak', 'bocah']","[0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.07142857142857142, 0.14285714285714285]","[5.722953221644475, 5.499809670330265, 7.1092475827643655, 3.973753366835216, 4.544298225302828, 5.029806041084529, 4.58351893845611, 4.80666248977032, 5.722953221644475, 5.0943445622221, 5.722953221644475]","[0.4087823729746053, 0.39284354788073317, 0.5078033987688833, 0.2838395262025154, 0.6491854607575469, 0.35927186007746637, 0.3273942098897221, 0.34333303498359424, 0.8175647459492106, 0.3638817544444357, 0.8175647459492106]"
